lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 Mandarin Oriental,"776 Boylston St Boston, MA 02199, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80442
 710 Albany St Garage,"720 E Concord St Boston, MA 02118, US ",2 Hours:  $8; 3 Hours:  $12; 4 Hours:  $17; 5 Hours:  $20; 6 Hours:  $25; 7 Hours:  $30; Daily Max:  $40; Max: With Validation $8; ,Monthly:  $249,—,https://www.parkme.com/lot/80468
 700 Harrison Ave Garage,"39E E Canton St Boston, MA 02118, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/113879
 78 Gainsborough St Parking,"78 Gainsborough St Boston, MA 02115, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/117216
 Oishii Boston,"1166 Washington St Boston, MA 02118, US ",,Tue-Thu:  4:30pm-10pm,—,https://www.parkme.com/lot/188003
 132 Ipswich St Parking,"132 Ipswich St Boston, MA 02215, US ",Event:  $60; ,,—,https://www.parkme.com/lot/197403
 Ristorante Villa Francesca,"150 Richmond St Boston, MA 02113, US ",,Mon-Sun:  5pm-2am,—,https://www.parkme.com/lot/211083
 94 Webster Ave Garage,"94 Webster Ave Somerville, MA 02143, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/213626
 Hotel Commonwealth,"500 Commonwealth Ave Boston, MA 02215, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/232612
 32 Vassar St Garage,"32 Vassar St Cambridge, MA 02139, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/311216
 121 Seaport,"99 Autumn Ln Boston, MA 02210, US ",,,—,https://www.parkme.com/lot/332264
 Lot 5,"250 Rutherford Ave Boston, MA 02129, US ",,Mon-Sun:  6am-11pm,—,https://www.parkme.com/lot/333621
 Stella Restaurant & Bar,"1525 Washington St Boston, MA 02118, US ",,Mon-Sun:  5pm-1am,—,https://www.parkme.com/lot/341339
 Lot 3,"250 Rutherford Ave Boston, MA 02129, US ",,Mon-Sun:  6am-11pm,—,https://www.parkme.com/lot/346794
 DaVita Dialysis,"1 Andrews St Boston, MA 02118, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/24189
 The Greater Boston Food Bank,"70 S Bay Ave Boston, MA 02118, US ",Visitors Only:  Free; ,Mon-Fri:  8am-4:30pm,—,https://www.parkme.com/lot/24357
 2 Burke St Parking,"2 Burke St Boston, MA 02119, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/24362
 Eliot Innovation School,"585 Commercial St Boston, MA 02109, US ",Visitors Only:  Free; ,Mon-Fri:  8:30am-3:10pm,—,https://www.parkme.com/lot/26151
 Solomon Carter Fuller Mental Health,"44 Stoughton St Boston, MA 02118, US ",Visitors Only:  Free; ,Mon-Fri:  9am-5pm,—,https://www.parkme.com/lot/26197
 401 Bremen St Parking,"401 Bremen St Boston, MA 02128, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/26661
 Italian American War Veterans - Post #6,"60 Paris St Boston, MA 02128, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26698
 Carr Funeral Home,"220 Bunker Hill St Boston, MA 02129, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26741
 552 Main St Parking,"552 Main St Boston, MA 02129, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/26780
 66 Canal St Parking,"157-159 Friend St Boston, MA 02114, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26796
 98 Sherman Ct Parking,"98 Sherman Ct Boston, MA 02127, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26912
 71 Fargo St Parking,"71 Fargo St Boston, MA 02210, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26950
 Patrick Gavin Middle School,"209 W Seventh St Boston, MA 02127, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/26980
 Congregación León de Judá,"20 Reed St Boston, MA 02118, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/32179
 Blackstone Elementary,"1485 Washington St Boston, MA 02118, US ",Visitors Only:  Free; ,Mon-Fri:  8:15am-3:05pm,—,https://www.parkme.com/lot/52840
 Josiah Quincy Upper School,"87 Fayette St Boston, MA 02116, US ",Visitors Only:  Free; ,Mon-Fri:  8:30am-3:30pm,—,https://www.parkme.com/lot/80345
 208 Beverly St Parking,"208 Beverly St Boston, MA 02114, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/80351
 State Police Boston Barracks,"463 Charles St Boston, MA 02114, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80355
 50 Herald St Garage,"990 Washington St Boston, MA 02118, US ",1 Hour: With Validation Free; ,Mon-Sun:  8am-8pm,—,https://www.parkme.com/lot/80361
 Liberty Mutual Insurance,"321 Stuart St Boston, MA 02116, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80437
 Massport Haul Rd Parking,"Massport Haul Rd Boston, MA 02210, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80453
 2-98 Design Center Pl Parking,"2-98 Design Center Pl Boston, MA 02210, US ",Customer Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80455
 40 Roland St Parking,"40 Roland St Boston, MA 02129, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80502
 Logan Office Center,"1 Harborside Dr Boston, MA 02128, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/99586
 Bistro Du Midi,"272 Boylston St Boston, MA 02116, US ",Event:  $18; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/187673
 Boston Convention and Exhibition Center,"6 Claflin St Boston, MA 02210, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/321379
 South Boston Community Health Center,"250 Silver St Boston, MA 02127, US ",Visitors Only:  Free; ,Mon-Fri:  7am-8pm,—,https://www.parkme.com/lot/328407
 Cothedral Community,"14 E Brookline St Boston, MA 02118, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/374302
