lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 33 Essex St Parking,"33 Essex St Boston, MA 02111, US ",Each 30 Min: 6am-6pm $5; Max: 6am-6pm $30; Mon-Sat: 6pm-6am $22; Sun: 6pm-6am Free; Event:  $22; ,Mon-Fri:  6am-2am,$10.00 ,https://www.parkme.com/lot/15268
 208 Friend St Parking,"208 Friend St Boston, MA 02114, US ",Each 30 Min: 6am-6pm $5; Max: 6am-6pm $25; Evening: 6pm-12am $20; Sat-Sun:  $20; Event:  $40; ,Mon-Fri:  6am-12am,$10.00 ,https://www.parkme.com/lot/15284
 21 Lancaster St Parking,"21 Lancaster St Boston, MA 02114, US ",Each 30 Min: 6am-6pm $5; Max: 6am-6pm $25; Overnight: 6pm-6am $20; Sat-Sun:  $20; Event:  $40; ,Mon-Fri:  6am-12am,$10.00 ,https://www.parkme.com/lot/15286
 21 Lancaster St Parking,"21 Lancaster St Boston, MA 02114, US ",Each 30 Min: 6am-6pm $5; Max: 6am-6pm $25; Overnight: 6pm-6am $20; Sat-Sun:  $20; Event:  $40; ,Mon-Fri:  6am-8pm,$10.00 ,https://www.parkme.com/lot/24117
 47 Lagrange St Parking,"47 Lagrange St Boston, MA 02116, US ",30 Min:  $5; 1 Hour:  $10; 1.5 Hours:  $15; 2 Hours:  $20; Daily Max:  $25; Early Bird: Mon-Fri; In By 9am / Out By 7pm $17; Evening: Mon-Fri; 4pm-6am $25; Sat-Sun:  $25; Oversize:  $30; ,Mon-Sun:  24 Hours,$10.00 ,https://www.parkme.com/lot/24171
 78 Harrison Ave Parking,"78 Harrison Ave Boston, MA 02111, US ",Each 30 Min: 6am-6pm $5; Max: 6am-6pm $30; Each 30 Min: 6pm-6am $5; Max: 6pm-6am $25; Event:  $8; ,Mon-Sun:  6am-12am,$10.00 ,https://www.parkme.com/lot/32123
 The Metropolitan,"28 Ash St Boston, MA 02111, US ",1 Hour:  $10; 2 Hours:  $15; 14 Hours:  $23; 24 Hours:  $32; 12 Hours: Sat-Sun $12; ,Mon-Sun:  24 Hours,$10.00 ,https://www.parkme.com/lot/32124
 Boston Common,"16 Charles St Boston, MA 02108, US ",1 Hour: Mon-Fri; In Between 6am-4pm $10; 2 Hours: Mon-Fri; In Between 6am-4pm $18; 3 Hours: Mon-Fri; In Between 6am-4pm $24; 10 Hours: Mon-Fri; In Between 6am-4pm $28; 24 Hours: Mon-Fri; In Between 6am-4pm $32; 1 Hour: Mon-Fri; In Between 4pm-6am / Out By 8am $10; 3 Hours: Mon-Fri; In Between 4pm-6am / Out By 8am $14; Max: Mon-Fri; In Between 4pm-6am / Out By 8am $18; 1 Hour: Sat-Sun $10; 3 Hours: Sat-Sun $14; Max: Sat-Sun $18; Max: With Validation $16; ,Monthly:  $150-$400,$10.00 ,https://www.parkme.com/lot/32172
 Haymarket Center Garage,"98 Sudbury St Boston, MA 02108, US ",30 Min:  $6; 1 Hour:  $10; 1.5 Hours:  $15; 2 Hours:  $20; 3 Hours:  $25; 4 Hours:  $28; Daily Max:  $33; Max: Sat-Sun $16; ,Mon-Sun:  24 Hours,$10.00 ,https://www.parkme.com/lot/52850
 Tufts Medical Center,"Nassau St Boston, MA 02111, US ",1 Hour:  $11; 2 Hours:  $20; 3 Hours:  $26; 7 Hours:  $29; 24 Hours:  $36; 2.5 Hours: With Validation $9; 5.5 Hours: With Validation $11; 6.5 Hours: With Validation $12; 7.5 Hours: With Validation $16; 24 Hours: With Validation $21; ,Mon-Fri:  5:45am-6pm,$11.00 ,https://www.parkme.com/lot/197421
